date,student_id,Name,preferred_course,course_demand,predicted_performance,timestamp,course_id,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,record_id
10/10/2024,S448,Saad,Web Development,Low,Below Average,10:21.6,C104,Late,2.0,0.44,3.7,2,44,36,7,25.29,High,5533
10/17/2024,S2663,Iqra,Cybersecurity,High,Excellent,08:05.4,C103,Present,3.53,0.96,17.58,0,96,46,16,93.9,Low,5534
10/3/2024,S1238,Imran,Web Development,Medium,Average,15:55.9,C104,Present,2.02,0.73,5.56,1,73,45,12,52.58,Medium,5535
10/26/2024,S3899,Fatima,Cybersecurity,Medium,Excellent,03:05.6,C104,Late,3.47,0.76,6.66,0,76,45,15,76.32,Medium,5536
10/1/2024,S976,Aleena,AI,Low,Below Average,01:18.2,C103,Present,1.11,0.43,3.51,2,43,38,9,36.43,High,5537
10/3/2024,S443,Zara,Data Science,High,Above Average,01:11.2,C101,Present,1.61,0.47,3.06,3,47,35,9,22.31,Low,5538
10/6/2024,S3679,Taha,Web Development,High,Above Average,23:52.7,C101,Present,3.38,0.82,7.75,1,82,43,13,68.58,Low,5539
10/21/2024,S771,Fatima,Cybersecurity,Low,Below Average,20:24.6,C102,Present,0.95,0.58,3.62,3,58,40,7,33.46,High,5540
10/19/2024,S3282,Zara,Web Development,Medium,Average,23:16.1,C103,Absent,2.8,0.9,8.06,0,90,40,15,74.97,Medium,5541
10/10/2024,S323,Areeba,Cybersecurity,Low,Below Average,14:10.5,C104,Late,1.7,0.52,1.28,4,52,40,8,24.05,High,5542
10/12/2024,S2300,Hamza,Web Development,High,Excellent,07:59.2,C102,Present,3.98,0.93,14.92,0,93,50,20,89.82,Low,5543
10/1/2024,S2103,Danish,Web Development,High,Excellent,17:29.4,C101,Present,3.57,0.96,14.46,0,96,47,15,86.73,Low,5544
10/7/2024,S3746,Laiba,AI,High,Above Average,13:07.4,C102,Present,2.97,0.86,9.49,0,86,49,12,75.54,Low,5545
10/14/2024,S3128,Ayaan,AI,Low,Above Average,20:34.6,C104,Late,3.97,1.0,14.67,0,100,46,17,80.66,High,5546
10/12/2024,S392,Danish,Business Analytics,Low,Below Average,22:34.7,C103,Absent,1.69,0.42,3.71,3,42,31,8,35.44,High,5547
10/21/2024,S3431,Noor,AI,High,Above Average,23:47.2,C102,Present,3.37,0.79,8.25,1,79,46,14,68.89,Low,5548
10/17/2024,S1396,Taha,Business Analytics,High,Excellent,19:34.3,C105,Late,2.06,0.68,5.27,1,68,42,14,49.64,High,5549
10/17/2024,S1935,Iqra,Cybersecurity,High,Excellent,08:05.4,C103,Present,3.74,0.91,13.78,0,91,47,19,84.08,Low,5550
10/14/2024,S3961,Iqra,Cybersecurity,High,Above Average,07:45.3,C102,Present,3.31,0.87,6.93,0,87,47,14,63.9,Low,5551
10/14/2024,S3493,Fatima,Data Science,High,Above Average,16:42.1,C101,Present,2.9,0.84,7.63,1,84,45,12,78.18,Low,5552
10/13/2024,S2765,Hamza,Data Science,High,Excellent,13:03.4,C103,Late,3.65,0.95,12.78,0,95,49,16,96.94,Low,5553
10/7/2024,S2046,Iqra,Business Analytics,High,Excellent,13:53.6,C102,Present,3.68,0.9,12.35,0,90,49,17,88.98,Low,5554
10/21/2024,S1587,Laiba,Business Analytics,Low,Below Average,09:08.6,C102,Present,2.15,0.64,4.88,2,64,36,14,57.65,Low,5555
10/24/2024,S616,Mehwish,Business Analytics,Low,Below Average,07:52.4,C102,Present,1.72,0.52,3.86,2,52,39,10,24.7,High,5556
10/23/2024,S2640,Hassan,Data Science,High,Excellent,05:42.3,C105,Present,3.76,0.94,17.11,0,94,45,15,80.72,Low,5557
10/10/2024,S3895,Danish,Business Analytics,High,Above Average,07:13.5,C105,Present,3.06,0.77,7.39,0,77,42,12,70.54,Low,5558
10/11/2024,S1754,Aleena,Cybersecurity,Medium,Average,06:02.5,C105,Present,2.05,0.63,5.44,2,63,36,10,55.54,Medium,5559
10/25/2024,S3643,Hassan,Business Analytics,High,Above Average,20:27.4,C105,Present,3.28,0.84,8.74,1,84,42,12,60.55,Low,5560
10/12/2024,S1757,Ahmed,Data Science,Medium,Average,18:46.6,C104,Present,2.64,0.68,5.74,1,68,37,11,54.49,Medium,5561
10/24/2024,S3494,Ahmed,Business Analytics,High,Above Average,16:48.4,C101,Present,2.98,0.77,9.32,0,77,45,16,60.47,Low,5562
10/25/2024,S1475,Noor,Cybersecurity,Low,Excellent,17:51.3,C101,Present,2.26,0.63,6.92,2,63,40,13,47.11,Low,5563
10/26/2024,S2000,Hassan,Data Science,High,Excellent,07:57.1,C103,Present,3.97,0.97,14.59,0,97,48,19,90.19,Low,5564
10/23/2024,S1931,Zara,Business Analytics,High,Excellent,00:28.5,C103,Present,3.71,0.94,19.67,0,94,48,18,92.78,Low,5565
10/26/2024,S560,Mehwish,AI,Low,Below Average,21:38.5,C104,Present,1.47,0.52,3.46,3,52,30,5,27.1,High,5566
10/9/2024,S3557,Danish,Cybersecurity,High,Above Average,12:39.3,C105,Present,3.39,0.85,9.57,1,85,49,16,72.27,Low,5567
10/12/2024,S1318,Iqra,Business Analytics,Medium,Average,18:41.9,C103,Late,2.64,0.61,6.64,2,61,43,11,50.01,Medium,5568
10/20/2024,S3099,Imran,Cybersecurity,High,Excellent,07:20.5,C101,Present,3.97,0.93,16.01,0,93,49,18,95.59,Low,5569
10/10/2024,S2476,Mehwish,Cybersecurity,High,Excellent,06:39.4,C103,Late,3.96,0.92,14.91,0,92,48,20,95.13,Low,5570
10/11/2024,S909,Danish,AI,Low,Below Average,20:40.0,C105,Present,1.88,0.57,2.9,2,57,38,8,20.46,High,5571
10/18/2024,S2468,Areeba,Business Analytics,High,Excellent,17:13.4,C101,Present,3.54,0.99,13.28,0,99,50,20,92.86,Low,5572
10/9/2024,S2768,Ahmed,Cybersecurity,Low,Above Average,12:29.2,C104,Present,3.85,0.99,17.07,0,99,47,15,88.97,Medium,5573
10/23/2024,S1331,Laiba,Cybersecurity,Medium,Average,22:23.5,C104,Present,2.4,0.71,6.08,1,71,44,14,41.53,Medium,5574
10/8/2024,S267,Aleena,AI,Low,Below Average,07:08.5,C104,Late,1.9,0.48,3.27,3,48,38,9,36.92,High,5575
10/4/2024,S2432,Taha,AI,High,Excellent,15:57.4,C102,Present,3.75,0.91,14.17,0,91,50,15,96.49,Low,5576
10/11/2024,S1189,Aleena,AI,Low,Below Average,09:50.5,C104,Present,1.34,0.52,1.45,4,52,31,5,31.09,High,5577
10/21/2024,S1256,Fatima,Business Analytics,Medium,Average,19:07.3,C101,Present,2.03,0.66,5.44,1,66,44,14,41.05,Medium,5578
10/15/2024,S1514,Noor,Cybersecurity,Medium,Average,09:42.6,C101,Present,2.32,0.74,5.08,1,74,37,12,55.38,Medium,5579
10/1/2024,S861,Taha,Cybersecurity,Low,Below Average,13:56.2,C104,Present,1.18,0.41,3.93,4,41,31,5,20.06,High,5580
10/15/2024,S429,Mariam,Business Analytics,Low,Below Average,02:36.4,C103,Present,1.25,0.54,2.68,3,54,36,7,21.06,High,5581
10/4/2024,S2073,Fatima,AI,High,Excellent,13:31.8,C105,Present,3.77,0.98,14.21,0,98,48,18,97.14,Low,5582
10/24/2024,S2960,Fatima,Web Development,High,Excellent,07:33.6,C102,Present,3.95,0.94,15.78,0,94,48,17,81.01,Low,5583
10/14/2024,S2626,Taha,Business Analytics,High,Excellent,00:46.0,C104,Present,3.57,0.96,17.52,0,96,45,20,85.41,Low,5584
10/7/2024,S3406,Saad,Business Analytics,High,Above Average,22:25.3,C105,Present,2.84,0.77,9.59,0,77,41,15,60.36,Low,5585
10/18/2024,S294,Bilal,AI,Low,Below Average,22:09.3,C103,Late,1.79,0.56,3.95,2,56,38,7,20.56,High,5586
10/3/2024,S2827,Mariam,Web Development,High,Excellent,09:17.5,C102,Present,3.93,0.97,19.78,0,97,50,17,91.72,Low,5587
10/9/2024,S3855,Ayaan,Business Analytics,High,Above Average,10:48.4,C102,Late,3.48,0.89,9.46,1,89,41,14,63.35,Low,5588
10/25/2024,S1159,Hira,Cybersecurity,Low,Below Average,13:43.4,C103,Late,0.56,0.45,1.32,2,45,38,5,36.05,High,5589
10/8/2024,S2122,Ayaan,Web Development,High,Excellent,04:20.1,C103,Late,3.79,0.96,13.29,0,96,45,18,89.02,Low,5590
10/20/2024,S862,Fatima,Business Analytics,Low,Below Average,22:32.9,C105,Absent,1.26,0.43,1.03,2,43,32,7,32.95,High,5591
10/21/2024,S1784,Aleena,Web Development,Medium,Average,17:14.6,C103,Present,2.38,0.68,6.16,1,68,40,10,52.52,Medium,5592
10/10/2024,S195,Imran,Data Science,Low,Below Average,17:16.4,C105,Present,1.39,0.58,3.29,4,58,40,5,23.57,High,5593
10/8/2024,S2653,Bilal,Cybersecurity,Low,Below Average,09:37.5,C102,Present,3.91,0.97,13.64,0,97,46,15,83.76,Medium,5594
10/15/2024,S357,Saad,AI,Low,Below Average,13:00.4,C102,Late,1.32,0.46,1.67,4,46,36,5,39.06,High,5595
10/2/2024,S3722,Mariam,Business Analytics,Low,Below Average,16:47.6,C103,Late,3.22,0.85,9.43,1,85,43,13,77.64,High,5596
10/19/2024,S3510,Fatima,Data Science,High,Above Average,19:51.3,C104,Present,3.21,0.89,8.85,0,89,49,14,60.87,Low,5597
10/25/2024,S1670,Areeba,Data Science,Medium,Average,10:00.2,C103,Present,2.2,0.68,6.52,2,68,37,12,47.12,Medium,5598
10/19/2024,S845,Mariam,Web Development,Low,Below Average,13:59.2,C104,Late,1.34,0.56,1.48,4,56,35,7,28.46,High,5599
10/25/2024,S2859,Iqra,Business Analytics,High,Excellent,14:25.4,C101,Late,3.63,0.97,12.73,0,97,50,16,93.74,Low,5600
10/14/2024,S1603,Usman,Business Analytics,Medium,Average,02:23.3,C105,Present,2.15,0.67,6.79,2,67,36,10,46.91,Medium,5601
10/21/2024,S3911,Imran,Business Analytics,Medium,Excellent,09:07.1,C101,Present,2.89,0.86,8.55,1,86,44,14,75.89,Medium,5602
10/26/2024,S2154,Hamza,Data Science,Medium,Average,04:50.6,C105,Late,3.76,1.0,16.64,0,100,47,17,90.81,Medium,5603
10/16/2024,S2182,Hira,Cybersecurity,High,Excellent,01:32.3,C103,Present,3.53,0.93,13.64,0,93,50,16,88.73,Low,5604
10/2/2024,S3001,Saad,Web Development,Medium,Above Average,21:51.9,C101,Present,3.79,0.99,14.03,0,99,49,17,82.33,Medium,5605
10/3/2024,S3689,Usman,Cybersecurity,High,Above Average,09:43.6,C103,Present,3.06,0.85,9.13,0,85,44,15,71.01,Low,5606
10/2/2024,S1287,Iqra,Data Science,Medium,Average,08:05.4,C103,Present,2.61,0.61,4.98,1,61,36,14,42.69,Medium,5607
10/17/2024,S705,Hassan,Cybersecurity,High,Excellent,04:01.5,C103,Present,0.53,0.57,2.66,4,57,38,10,24.41,Low,5608
10/15/2024,S2644,Bilal,Business Analytics,High,Excellent,02:26.4,C102,Present,3.83,0.93,10.45,0,93,49,15,96.91,Low,5609
10/25/2024,S3257,Laiba,AI,Low,Below Average,09:09.3,C104,Present,3.15,0.82,8.79,1,82,44,15,67.87,High,5610
10/11/2024,S118,Hamza,Business Analytics,Low,Below Average,05:18.2,C101,Present,1.2,0.42,2.92,4,42,34,10,24.66,High,5611
10/14/2024,S1641,Fatima,Cybersecurity,High,Above Average,17:40.5,C103,Present,2.46,0.61,4.88,1,61,44,12,47.46,High,5612
10/23/2024,S824,Saad,Cybersecurity,Low,Below Average,01:00.5,C104,Present,1.5,0.52,1.37,4,52,36,7,24.75,High,5613
10/8/2024,S1505,Hamza,Data Science,Medium,Average,23:14.2,C101,Present,2.47,0.68,6.42,1,68,42,10,54.06,Medium,5614
10/23/2024,S2332,Areeba,AI,Medium,Average,20:32.4,C103,Present,3.81,0.99,12.53,0,99,49,15,88.82,Medium,5615
10/6/2024,S3236,Iqra,Business Analytics,High,Above Average,08:10.5,C103,Present,3.14,0.81,8.06,1,81,47,12,63.36,Low,5616
10/1/2024,S1380,Bilal,Cybersecurity,Medium,Average,09:24.5,C103,Late,2.32,0.63,5.34,1,63,37,11,54.72,Medium,5617
10/7/2024,S2275,Zara,Data Science,Medium,Below Average,19:19.2,C102,Late,3.99,0.97,17.58,0,97,46,17,94.49,Medium,5618
10/19/2024,S1365,Ayaan,AI,Medium,Average,07:54.1,C102,Present,2.75,0.74,5.71,2,74,44,11,58.01,Medium,5619
10/5/2024,S644,Mariam,AI,Low,Below Average,16:54.4,C101,Late,0.81,0.51,1.17,4,51,35,6,34.19,High,5620
10/3/2024,S2790,Taha,AI,High,Excellent,13:42.4,C101,Present,3.5,0.96,12.21,0,96,48,19,89.96,Low,5621
10/26/2024,S2741,Fatima,Data Science,High,Excellent,10:04.5,C105,Late,3.85,0.96,15.51,0,96,46,20,92.48,Low,5622
10/18/2024,S1917,Saad,Business Analytics,High,Excellent,22:16.5,C103,Late,3.65,0.95,14.75,0,95,45,17,92.76,Low,5623
10/14/2024,S1951,Hassan,Cybersecurity,High,Excellent,07:00.2,C102,Late,3.79,0.92,10.22,0,92,46,16,93.65,Low,5624
10/5/2024,S2620,Areeba,Web Development,High,Excellent,13:59.4,C103,Present,3.81,0.98,19.53,0,98,49,16,81.0,Low,5625
10/9/2024,S2742,Iqra,Business Analytics,High,Excellent,05:45.8,C105,Absent,3.77,0.91,10.32,0,91,47,20,81.07,Low,5626
10/2/2024,S3713,Mariam,Data Science,High,Above Average,07:47.3,C103,Present,3.42,0.83,8.71,0,83,43,16,71.03,Low,5627
10/6/2024,S2339,Danish,AI,High,Excellent,18:57.0,C101,Absent,3.65,0.98,18.94,0,98,50,19,84.51,Low,5628
10/11/2024,S3622,Saad,Data Science,High,Above Average,15:37.1,C102,Present,3.28,0.82,6.84,0,82,41,15,75.54,Low,5629
10/13/2024,S174,Mariam,Data Science,High,Average,06:42.3,C105,Present,1.91,0.48,2.67,2,48,33,6,28.97,Low,5630
10/11/2024,S271,Danish,AI,Low,Below Average,20:40.0,C105,Present,1.95,0.53,3.62,2,53,36,7,35.24,High,5631
10/6/2024,S2632,Fatima,Cybersecurity,High,Excellent,04:55.4,C103,Present,3.61,0.92,14.76,0,92,49,15,94.69,Low,5632
10/6/2024,S1595,Ayaan,AI,Medium,Average,14:48.5,C101,Present,2.78,0.6,5.8,2,60,43,11,45.82,Medium,5633
10/10/2024,S1089,Imran,AI,Low,Below Average,01:23.5,C101,Late,1.99,0.45,1.15,3,45,39,7,37.76,High,5634
10/15/2024,S2296,Danish,Cybersecurity,Low,Above Average,08:15.4,C103,Absent,3.99,0.93,19.44,0,93,47,19,90.82,Medium,5635
10/19/2024,S1127,Areeba,Web Development,Low,Below Average,01:18.2,C102,Present,1.99,0.43,2.13,3,43,38,10,26.35,High,5636
10/19/2024,S1279,Mariam,Data Science,Low,Excellent,06:17.4,C105,Present,2.11,0.66,4.56,2,66,38,10,57.72,High,5637
10/23/2024,S1174,Imran,Web Development,Low,Below Average,05:58.6,C102,Present,0.82,0.56,3.61,4,56,40,8,38.55,High,5638
10/11/2024,S3484,Mariam,Business Analytics,High,Above Average,04:26.5,C102,Present,3.0,0.8,7.81,0,80,47,14,79.12,Low,5639
10/11/2024,S3651,Saad,Data Science,High,Above Average,15:37.1,C102,Present,3.11,0.76,9.67,1,76,46,13,79.92,Low,5640
10/11/2024,S2881,Hamza,Data Science,High,Excellent,09:52.4,C104,Present,3.61,0.9,10.64,0,90,50,15,89.61,Low,5641
10/5/2024,S2518,Hamza,Web Development,Medium,Below Average,05:02.4,C102,Present,3.74,0.94,17.92,0,94,49,19,88.27,Medium,5642
10/5/2024,S1434,Hamza,Cybersecurity,Medium,Average,17:51.0,C101,Present,2.31,0.7,6.24,2,70,36,12,44.85,Medium,5643
10/20/2024,S3408,Saad,AI,Low,Average,23:32.1,C101,Present,2.97,0.76,8.67,1,76,46,16,79.4,High,5644
10/3/2024,S1642,Imran,Web Development,High,Above Average,15:55.9,C104,Present,2.55,0.68,6.8,1,68,41,14,59.14,Low,5645
10/7/2024,S1968,Danish,Data Science,High,Excellent,12:49.9,C104,Present,3.96,0.98,16.42,0,98,46,19,100.0,Low,5646
10/3/2024,S168,Taha,Cybersecurity,Medium,Above Average,09:45.3,C102,Present,1.76,0.54,2.55,2,54,40,9,27.59,Low,5647
10/10/2024,S847,Saad,Business Analytics,Low,Below Average,12:10.3,C101,Late,1.22,0.48,1.52,3,48,33,8,23.79,High,5648
10/7/2024,S3042,Iqra,Web Development,High,Excellent,19:11.3,C103,Present,3.59,0.93,19.29,0,93,46,19,80.55,Low,5649
10/1/2024,S2573,Ayaan,Cybersecurity,Low,Below Average,06:11.4,C103,Late,3.78,0.94,10.28,0,94,46,20,90.39,High,5650
10/3/2024,S3782,Usman,Cybersecurity,High,Above Average,09:43.6,C103,Present,2.95,0.89,6.54,0,89,45,12,60.55,Low,5651
10/11/2024,S569,Zara,Cybersecurity,Low,Below Average,07:37.3,C103,Present,1.92,0.44,2.7,4,44,37,9,27.75,High,5652
10/26/2024,S2631,Iqra,Cybersecurity,High,Excellent,23:55.5,C105,Present,3.58,0.95,19.47,0,95,50,18,97.27,Low,5653
10/22/2024,S1904,Mehwish,AI,High,Excellent,03:22.3,C105,Late,3.74,0.91,11.78,0,91,50,18,84.33,Low,5654
10/3/2024,S967,Noor,Web Development,Low,Below Average,10:03.1,C101,Present,1.56,0.41,3.83,3,41,35,10,32.99,High,5655
10/22/2024,S3321,Hassan,Cybersecurity,High,Above Average,14:37.2,C102,Present,2.92,0.76,7.18,1,76,48,16,68.39,Low,5656
10/16/2024,S1155,Saad,AI,Low,Below Average,01:56.2,C105,Present,1.0,0.54,3.21,4,54,34,7,22.24,High,5657
10/1/2024,S1924,Mehwish,Web Development,Low,Above Average,13:52.3,C101,Present,3.96,0.94,10.37,0,94,45,19,84.62,High,5658
10/11/2024,S1052,Hamza,Business Analytics,Low,Below Average,05:18.2,C101,Present,1.16,0.52,3.62,2,52,30,10,29.39,High,5659
10/25/2024,S2037,Imran,Data Science,High,Excellent,00:56.9,C105,Present,3.78,0.96,15.61,0,96,50,16,89.72,Low,5660
10/18/2024,S549,Taha,Data Science,Medium,Average,19:58.6,C104,Late,1.53,0.4,2.78,3,40,33,9,20.09,Medium,5661
10/16/2024,S2444,Areeba,Data Science,High,Excellent,11:19.5,C103,Present,3.64,0.95,16.23,0,95,46,17,98.96,Low,5662
10/8/2024,S2905,Mehwish,Data Science,High,Excellent,12:25.5,C105,Absent,3.53,0.98,14.07,0,98,49,19,86.34,Low,5663
10/4/2024,S1458,Bilal,Web Development,High,Excellent,07:48.3,C102,Present,2.05,0.75,6.26,1,75,44,10,45.71,High,5664
10/22/2024,S3157,Mehwish,AI,High,Excellent,03:22.3,C105,Late,3.64,0.9,11.77,0,90,50,20,97.82,Low,5665
10/20/2024,S1830,Bilal,Business Analytics,High,Excellent,15:26.2,C103,Present,3.8,1.0,13.1,0,100,45,18,83.57,Low,5666
10/14/2024,S3140,Ayaan,Business Analytics,High,Excellent,10:19.3,C105,Present,3.67,0.96,11.87,0,96,46,19,87.3,Low,5667
10/22/2024,S2268,Danish,Data Science,Low,Above Average,11:37.3,C104,Absent,3.74,0.91,11.02,0,91,45,17,92.86,Medium,5668
10/2/2024,S2600,Usman,Data Science,Medium,Above Average,21:47.4,C104,Present,3.95,0.92,19.65,0,92,46,19,93.82,Medium,5669
10/21/2024,S3631,Imran,Data Science,High,Above Average,12:10.5,C104,Present,3.19,0.88,6.11,0,88,44,13,61.52,Low,5670
10/15/2024,S444,Saad,Data Science,Low,Below Average,16:35.3,C104,Present,1.39,0.6,2.38,4,60,37,10,26.67,High,5671
10/3/2024,S1332,Fatima,Cybersecurity,Medium,Average,18:30.5,C105,Absent,2.24,0.72,6.55,2,72,40,11,41.6,Medium,5672
10/10/2024,S878,Hamza,AI,Low,Below Average,11:07.5,C103,Present,0.76,0.43,1.2,2,43,30,9,21.96,High,5673
10/19/2024,S3131,Zara,Web Development,High,Excellent,04:37.2,C101,Absent,3.53,0.95,12.16,0,95,46,19,81.08,Low,5674
10/16/2024,S3677,Areeba,Cybersecurity,High,Above Average,23:40.5,C101,Present,3.05,0.84,6.12,1,84,42,16,73.89,Low,5675
10/9/2024,S653,Areeba,Cybersecurity,Low,Below Average,15:02.6,C103,Present,1.25,0.48,3.89,3,48,36,10,29.9,High,5676
10/20/2024,S750,Hira,Cybersecurity,Low,Below Average,08:44.2,C101,Present,0.59,0.41,1.52,4,41,39,8,26.93,High,5677
10/22/2024,S1819,Taha,Business Analytics,High,Excellent,14:26.5,C103,Present,3.96,0.95,13.56,0,95,50,20,82.22,Low,5678
10/11/2024,S1282,Aleena,Cybersecurity,High,Below Average,06:02.5,C105,Present,2.02,0.72,4.74,2,72,41,10,48.73,Low,5679
10/26/2024,S3756,Aleena,Business Analytics,High,Above Average,13:37.2,C103,Late,3.37,0.87,6.23,1,87,40,15,74.75,Low,5680
10/22/2024,S2687,Zara,AI,High,Excellent,22:29.5,C101,Present,3.57,0.92,19.95,0,92,47,19,83.8,Low,5681
10/17/2024,S093,Imran,AI,Low,Below Average,18:58.5,C104,Present,1.33,0.48,1.98,2,48,30,8,36.57,High,5682
10/9/2024,S441,Hira,Web Development,Low,Below Average,09:02.6,C104,Present,1.0,0.46,1.41,3,46,30,7,30.36,High,5683
10/19/2024,S1846,Zara,Web Development,High,Excellent,04:37.2,C101,Absent,3.75,0.98,14.95,0,98,50,20,82.94,Low,5684
10/9/2024,S362,Hamza,Cybersecurity,High,Average,12:02.2,C105,Present,1.94,0.6,1.69,3,60,40,10,35.38,Medium,5685
10/2/2024,S380,Mehwish,AI,Low,Below Average,10:04.2,C103,Late,1.56,0.56,3.45,2,56,39,7,28.08,High,5686
10/9/2024,S1353,Fatima,Cybersecurity,Medium,Average,21:50.6,C105,Present,2.61,0.66,4.5,2,66,45,11,41.02,Medium,5687
10/7/2024,S3338,Mariam,AI,High,Above Average,04:49.0,C104,Present,3.37,0.84,9.84,0,84,44,13,73.06,Low,5688
10/7/2024,S3938,Ayaan,Data Science,High,Above Average,20:54.4,C105,Present,2.84,0.8,6.06,0,80,47,13,60.66,Low,5689
10/17/2024,S1537,Areeba,Business Analytics,Medium,Average,07:13.3,C101,Present,2.31,0.65,4.77,2,65,41,11,54.66,Medium,5690
10/1/2024,S573,Areeba,Business Analytics,Low,Below Average,14:49.2,C102,Present,1.5,0.53,1.43,3,53,36,7,28.55,High,5691
10/2/2024,S665,Aleena,Web Development,Low,Below Average,18:41.4,C103,Present,0.94,0.51,3.05,2,51,30,8,34.95,High,5692
10/22/2024,S2148,Hira,Web Development,High,Excellent,07:18.8,C104,Present,3.55,0.96,14.31,0,96,47,19,87.67,Low,5693
10/12/2024,S262,Laiba,Business Analytics,Low,Below Average,11:36.3,C103,Present,1.67,0.48,1.75,4,48,40,10,30.14,High,5694
10/7/2024,S1975,Hira,Web Development,High,Excellent,04:47.4,C101,Present,3.61,0.93,11.56,0,93,50,16,89.44,Low,5695
10/6/2024,S2167,Zara,Data Science,Low,Average,12:42.4,C102,Present,3.91,0.93,10.31,0,93,50,17,95.67,High,5696
10/18/2024,S3214,Imran,Cybersecurity,Medium,Excellent,04:39.6,C105,Absent,3.18,0.81,9.34,1,81,45,13,77.71,Medium,5697
10/9/2024,S3737,Aleena,Web Development,High,Above Average,03:08.2,C103,Present,2.81,0.77,7.99,0,77,48,16,71.5,Low,5698
10/1/2024,S3373,Hamza,Web Development,High,Above Average,01:26.2,C105,Late,3.17,0.77,8.0,0,77,42,13,76.28,Low,5699
10/17/2024,S2617,Hira,AI,High,Excellent,08:48.3,C101,Present,3.85,0.93,19.1,0,93,50,16,91.98,Low,5700
10/13/2024,S1081,Hassan,Business Analytics,Low,Below Average,17:56.2,C103,Late,1.99,0.58,1.86,2,58,40,8,35.21,High,5701
10/13/2024,S579,Imran,Business Analytics,Low,Below Average,21:35.5,C104,Present,0.95,0.52,2.62,2,52,38,5,32.99,High,5702
10/17/2024,S076,Zara,Cybersecurity,High,Excellent,18:29.5,C104,Present,0.51,0.48,2.66,4,48,39,5,38.72,Medium,5703
10/6/2024,S3924,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.12,0.75,6.48,0,75,42,12,75.07,Low,5704
10/17/2024,S1933,Iqra,Cybersecurity,High,Excellent,08:05.4,C103,Present,3.67,0.97,10.35,0,97,49,16,97.96,Low,5705
10/14/2024,S1574,Usman,Business Analytics,Medium,Average,07:36.2,C101,Late,2.03,0.72,6.05,2,72,42,13,54.22,Medium,5706
10/10/2024,S2997,Taha,Data Science,High,Excellent,07:46.5,C103,Present,3.62,0.99,16.09,0,99,48,15,88.5,Low,5707
10/18/2024,S3665,Mariam,Web Development,High,Above Average,21:01.4,C101,Present,2.88,0.88,9.96,0,88,40,15,71.28,Low,5708
10/2/2024,S2454,Hamza,Web Development,Low,Average,09:43.5,C105,Present,3.69,0.96,16.59,0,96,48,17,80.76,High,5709
10/7/2024,S3533,Hassan,AI,High,Above Average,16:42.5,C105,Late,3.08,0.89,9.07,0,89,50,14,63.48,Low,5710
10/10/2024,S505,Imran,Data Science,Low,Below Average,17:16.4,C105,Present,0.91,0.48,3.69,3,48,40,6,22.8,High,5711
10/24/2024,S550,Taha,Business Analytics,Low,Below Average,09:06.1,C104,Present,1.27,0.6,1.49,4,60,36,5,32.21,High,5712
10/8/2024,S1311,Hira,Cybersecurity,Medium,Average,10:33.5,C102,Late,2.66,0.71,4.56,2,71,44,12,49.78,Medium,5713
10/16/2024,S1367,Mehwish,Web Development,High,Above Average,14:00.1,C101,Late,2.72,0.67,5.99,1,67,42,12,59.49,High,5714
10/26/2024,S3975,Aleena,Business Analytics,Medium,Average,13:37.2,C103,Late,3.02,0.81,8.89,0,81,48,16,60.63,High,5715
10/20/2024,S1825,Imran,Cybersecurity,Medium,Above Average,07:20.5,C101,Present,3.78,0.99,16.71,0,99,47,15,93.52,High,5716
10/20/2024,S3425,Ahmed,Web Development,High,Above Average,15:26.3,C105,Late,3.27,0.82,8.77,0,82,40,16,73.52,Low,5717
10/17/2024,S2366,Hira,AI,Medium,Below Average,08:48.3,C101,Present,3.88,0.99,12.21,0,99,47,19,85.55,Medium,5718
10/12/2024,S527,Ayaan,Web Development,Low,Below Average,08:01.5,C101,Present,1.78,0.44,2.22,3,44,40,7,31.76,High,5719
10/13/2024,S2603,Danish,Cybersecurity,High,Excellent,05:23.4,C101,Absent,3.78,0.96,15.45,0,96,46,15,94.24,Low,5720
10/22/2024,S462,Mehwish,Data Science,Low,Below Average,03:54.4,C101,Present,1.88,0.5,3.75,4,50,30,10,28.85,High,5721
10/21/2024,S3270,Noor,AI,High,Above Average,23:47.2,C102,Present,3.0,0.87,9.66,1,87,47,14,70.81,Low,5722
10/19/2024,S438,Mariam,Web Development,Low,Below Average,13:59.2,C104,Late,0.98,0.44,1.65,3,44,32,8,34.02,High,5723
10/8/2024,S1000,Saad,Cybersecurity,Low,Below Average,07:31.6,C103,Present,1.68,0.56,1.7,2,56,35,7,24.7,High,5724
10/19/2024,S802,Aleena,Web Development,Low,Below Average,03:03.3,C105,Late,1.93,0.45,1.05,4,45,39,7,23.14,High,5725
10/5/2024,S1201,Hamza,AI,Low,Excellent,11:22.1,C102,Present,2.22,0.73,4.01,1,73,42,12,50.63,Low,5726
10/8/2024,S1788,Mariam,Web Development,Medium,Average,11:16.3,C101,Late,2.02,0.69,5.57,2,69,38,11,49.05,Medium,5727
10/5/2024,S301,Saad,Business Analytics,Low,Below Average,14:33.4,C102,Present,1.08,0.43,1.54,3,43,30,7,39.94,High,5728
