student_id,Name,batch_id,teacher_name,month,attendance_status,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,course_demand,gpa,predicted_performance,timestamp,course
S5023,Student_5_23,B005,Bilal,January,Absent,0.7,9.15,2,56.4,40,14,55.07,Low,Low,2.3,Below Average,23:00.1,Cyber Security
S5024,Student_5_24,B005,Bilal,January,Absent,0.77,4.04,1,94.9,39,5,89.44,Low,High,3.65,Above Average,17:17.5,Cyber Security
S5025,Student_5_25,B005,Bilal,January,Present,0.86,2.38,1,82.6,47,8,80.43,Medium,Moderate,2.26,Below Average,09:12.3,Cyber Security
S5026,Student_5_26,B005,Bilal,January,Present,0.84,2.27,2,64.2,32,9,76.49,High,High,2.84,Average,09:45.3,Cyber Security
S5027,Student_5_27,B005,Bilal,January,Absent,0.45,6.25,3,61.3,44,11,95.55,Medium,Low,3.15,Average,04:39.6,Cyber Security
S5028,Student_5_28,B005,Bilal,January,Absent,0.99,2.97,1,91.5,42,14,45.34,Medium,Low,2.27,Below Average,13:31.4,Cyber Security
S5029,Student_5_29,B005,Bilal,January,Present,0.76,7.97,0,82,48,1,61,Low,High,2.78,Average,12:36.5,Cyber Security
S5030,Student_5_30,B005,Bilal,January,Present,0.8,4.82,1,55.9,44,1,97.79,Low,High,3.55,Above Average,19:07.3,Cyber Security
S5001,Student_5_1,B005,Bilal,February,Present,0.46,3.79,1,50.9,50,9,95.4,Medium,Low,2.27,Below Average,07:59.2,Cyber Security
S5002,Student_5_2,B005,Bilal,February,Present,0.62,5.36,1,67,37,7,50.44,High,Moderate,3.25,Average,00:58.3,Cyber Security
S5003,Student_5_3,B005,Bilal,February,Present,0.79,8.04,0,49.8,46,13,73.78,High,Low,3.31,Above Average,23:47.2,Cyber Security
S5004,Student_5_4,B005,Bilal,February,Absent,0.78,2.07,0,54.5,48,14,54.74,High,High,3.22,Average,06:56.2,Cyber Security
S5005,Student_5_5,B005,Bilal,February,Present,0.89,3.49,2,45.4,50,8,86.72,High,High,3.72,Excellent,06:39.4,Cyber Security
S5006,Student_5_6,B005,Bilal,February,Present,0.51,2.98,3,80.3,32,14,94.6,Medium,High,2.22,Below Average,10:01.4,Cyber Security
S5007,Student_5_7,B005,Bilal,February,Present,0.83,5.84,1,97.1,31,11,70.8,Low,Low,3.13,Average,19:16.5,Cyber Security
S5008,Student_5_8,B005,Bilal,February,Absent,0.93,3.47,1,52.4,50,3,28.92,Low,High,2.04,Below Average,06:11.4,Cyber Security
S5009,Student_5_9,B005,Bilal,February,Absent,0.84,9.76,3,63,49,5,84.62,Medium,Low,3.1,Average,16:18.2,Cyber Security
S5010,Student_5_10,B005,Bilal,February,Absent,0.52,6.03,2,53.2,41,1,97.26,High,Moderate,3.86,Excellent,06:36.2,Cyber Security
S5011,Student_5_11,B005,Bilal,February,Absent,0.58,4.64,3,50.4,50,14,74.32,Medium,Low,3.98,Excellent,21:52.2,Cyber Security
S5012,Student_5_12,B005,Bilal,February,Present,0.44,1.54,0,67.2,34,4,65.55,Low,Low,3.76,Excellent,17:21.5,Cyber Security
S5013,Student_5_13,B005,Bilal,February,Present,0.61,4.44,1,95.9,50,5,63.46,High,Moderate,3.47,Above Average,05:42.3,Cyber Security
S5014,Student_5_14,B005,Bilal,February,Absent,0.52,7.38,0,91.5,35,8,63.1,Medium,Moderate,2.68,Average,02:24.4,Cyber Security
S5015,Student_5_15,B005,Bilal,February,Present,0.9,9.62,2,84.8,47,6,47.1,Low,Low,2.93,Average,19:14.4,Cyber Security
S5016,Student_5_16,B005,Bilal,February,Present,0.83,4.55,3,75.1,42,9,51.85,Medium,Moderate,3.69,Above Average,21:41.3,Cyber Security
S5017,Student_5_17,B005,Bilal,February,Present,0.63,6.67,2,91.6,50,6,14.93,High,Moderate,3.68,Above Average,21:54.4,Cyber Security
S5018,Student_5_18,B005,Bilal,February,Present,0.97,7.93,1,64.3,36,5,71.31,High,Moderate,3.47,Above Average,10:04.2,Cyber Security
S5019,Student_5_19,B005,Bilal,February,Absent,0.78,9.32,3,59.4,36,1,66.44,Low,High,2.05,Below Average,05:09.5,Cyber Security
S5020,Student_5_20,B005,Bilal,February,Absent,0.66,3.98,1,80.3,45,10,31.53,High,High,2.73,Average,11:35.4,Cyber Security
S5021,Student_5_21,B005,Bilal,February,Absent,0.82,8.28,1,54,31,15,66.25,Low,Moderate,2,Below Average,16:22.2,Cyber Security
S5022,Student_5_22,B005,Bilal,February,Absent,0.96,4.85,3,46.1,46,12,76.99,Low,Low,2.7,Average,15:37.1,Cyber Security
S5023,Student_5_23,B005,Bilal,February,Absent,0.94,9.72,3,83.1,30,9,77.46,Medium,Moderate,2.52,Average,01:23.5,Cyber Security
S5024,Student_5_24,B005,Bilal,February,Absent,0.91,7.19,2,81.6,46,12,72.32,Medium,Low,3.18,Average,04:46.1,Cyber Security
S5025,Student_5_25,B005,Bilal,February,Present,0.89,8.46,2,69,33,15,39.8,High,Moderate,3.57,Above Average,10:01.4,Cyber Security
S5026,Student_5_26,B005,Bilal,February,Present,0.82,5.45,3,47.7,39,14,81.77,Medium,Low,3.15,Average,09:02.6,Cyber Security
S5027,Student_5_27,B005,Bilal,February,Absent,0.76,7.08,3,95.3,48,2,18.97,Medium,Low,3.21,Average,08:49.4,Cyber Security
S5028,Student_5_28,B005,Bilal,February,Present,0.74,4.65,1,55.9,36,5,97.41,Low,High,3.22,Average,08:05.4,Cyber Security
S5029,Student_5_29,B005,Bilal,February,Present,0.89,8.33,2,51.2,50,1,43.01,Medium,Moderate,2.47,Below Average,12:50.4,Cyber Security
S5030,Student_5_30,B005,Bilal,February,Absent,0.69,9.26,1,71.9,46,14,39.84,Medium,High,3.15,Average,16:03.4,Cyber Security
S5001,Student_5_1,B005,Bilal,March,Present,0.44,3.53,1,53.1,40,6,82.11,Low,Low,2.39,Below Average,18:56.8,Cyber Security
S5002,Student_5_2,B005,Bilal,March,Absent,0.53,8.37,2,43.4,34,12,87.99,High,Low,3.22,Average,20:24.6,Cyber Security
S5003,Student_5_3,B005,Bilal,March,Present,0.5,6.97,1,45,48,14,77.07,High,High,3.37,Above Average,13:49.0,Cyber Security
S5004,Student_5_4,B005,Bilal,March,Present,0.83,2.55,3,41.3,42,3,28.61,High,High,2.02,Below Average,08:28.3,Cyber Security
S5005,Student_5_5,B005,Bilal,March,Absent,0.92,4.31,3,93.7,46,5,27.58,Low,Low,3.49,Above Average,08:39.2,Cyber Security
S5006,Student_5_6,B005,Bilal,March,Present,0.83,8.06,2,52.4,42,13,79.24,Low,Moderate,3.99,Excellent,07:01.3,Cyber Security
S5007,Student_5_7,B005,Bilal,March,Present,0.41,7.68,0,49.9,43,5,66.43,Low,Low,2.22,Below Average,15:37.1,Cyber Security
S5008,Student_5_8,B005,Bilal,March,Absent,0.89,3,0,89.2,33,2,46.39,High,Low,2.54,Average,03:35.3,Cyber Security
S5009,Student_5_9,B005,Bilal,March,Present,0.46,4.02,3,85.5,50,7,42.29,High,Moderate,2.64,Average,11:12.4,Cyber Security
S5010,Student_5_10,B005,Bilal,March,Absent,0.48,7.15,1,99.7,30,11,77.66,Low,Moderate,2.47,Below Average,16:35.3,Cyber Security
S5011,Student_5_11,B005,Bilal,March,Present,0.97,7.6,0,83.1,42,9,67.89,Medium,High,2.67,Average,19:53.4,Cyber Security
S5012,Student_5_12,B005,Bilal,March,Present,0.64,1.16,3,52.7,47,1,86.9,Medium,Moderate,3.99,Excellent,20:49.8,Cyber Security
S5013,Student_5_13,B005,Bilal,March,Present,0.79,2.59,2,75.3,46,6,92.55,Medium,High,2.99,Average,02:04.3,Cyber Security
S5014,Student_5_14,B005,Bilal,March,Absent,0.96,5.01,3,49.6,38,14,60.45,Low,High,2.56,Average,05:53.6,Cyber Security
S5015,Student_5_15,B005,Bilal,March,Present,0.8,7.39,1,42,36,14,66.14,Medium,Moderate,2.34,Below Average,13:13.4,Cyber Security
S5016,Student_5_16,B005,Bilal,March,Present,0.66,6.02,0,90.7,49,3,11.42,Low,High,3.91,Excellent,16:54.2,Cyber Security
S5017,Student_5_17,B005,Bilal,March,Absent,0.78,1.52,2,84.2,43,14,83.21,High,Low,2.59,Average,23:56.2,Cyber Security
S5018,Student_5_18,B005,Bilal,March,Present,0.67,6.23,3,80.9,39,3,61.83,Medium,High,2.76,Average,21:59.8,Cyber Security
S5019,Student_5_19,B005,Bilal,March,Present,0.89,3.33,0,47.9,39,9,61.78,High,Moderate,2.6,Average,03:54.4,Cyber Security
S5020,Student_5_20,B005,Bilal,March,Present,0.53,5.83,1,43,42,6,66.78,High,High,3.57,Above Average,18:12.3,Cyber Security
S5021,Student_5_21,B005,Bilal,March,Absent,0.41,8.13,0,77.1,50,3,34.87,Medium,Low,2.04,Below Average,14:25.4,Cyber Security
S5022,Student_5_22,B005,Bilal,March,Absent,0.52,3.79,0,50.2,32,9,81.05,High,Moderate,2.02,Below Average,19:16.5,Cyber Security
S5023,Student_5_23,B005,Bilal,March,Present,0.73,5.29,1,98.1,43,1,60.69,Low,Low,2.23,Below Average,15:53.5,Cyber Security
S5024,Student_5_24,B005,Bilal,March,Present,0.58,2.48,1,98.4,30,9,50.27,High,Low,2.36,Below Average,02:53.4,Cyber Security
S5025,Student_5_25,B005,Bilal,March,Present,0.99,7.96,2,99.1,49,12,57.42,High,Moderate,3.98,Excellent,09:18.4,Cyber Security
S5026,Student_5_26,B005,Bilal,March,Absent,0.87,5.83,0,71.9,35,1,37.63,Low,Moderate,2.74,Average,13:59.2,Cyber Security
S5027,Student_5_27,B005,Bilal,March,Absent,0.81,7.89,0,92.9,46,4,87.94,Medium,Moderate,3.1,Average,09:06.7,Cyber Security
S5028,Student_5_28,B005,Bilal,March,Absent,0.62,9.78,2,89.9,50,10,14.44,High,Moderate,2.54,Average,05:42.3,Cyber Security
S5029,Student_5_29,B005,Bilal,March,Absent,0.48,9.53,2,65,45,14,70.02,Medium,Moderate,2.22,Below Average,10:25.4,Cyber Security
S5030,Student_5_30,B005,Bilal,March,Present,0.82,2.79,3,50,47,9,82,Low,Low,2.92,Average,11:26.4,Cyber Security
S6001,Student_6_1,B006,Areeba,January,Absent,0.65,9.81,2,89,39,8,12.39,Low,Moderate,2.41,Below Average,12:38.6,AI
S6002,Student_6_2,B006,Areeba,January,Present,0.99,7.35,2,74.7,48,14,83.17,Low,Low,3.35,Above Average,11:35.5,AI
S6003,Student_6_3,B006,Areeba,January,Present,0.88,7.49,0,72,45,12,80.83,High,Moderate,3.67,Above Average,03:47.7,AI
S6004,Student_6_4,B006,Areeba,January,Absent,0.94,5.05,0,72.3,35,10,23.71,Medium,Low,2.3,Below Average,21:12.2,AI
S6005,Student_6_5,B006,Areeba,January,Absent,0.45,4.65,0,96.4,46,2,49.25,Medium,Moderate,2.48,Below Average,22:00.4,AI
S6006,Student_6_6,B006,Areeba,January,Present,0.57,5.19,0,45.4,30,8,28.72,Medium,Moderate,3.87,Excellent,18:58.5,AI
S6007,Student_6_7,B006,Areeba,January,Present,0.79,7.77,1,88.8,36,3,79.43,High,High,2.75,Average,19:57.3,AI
S6008,Student_6_8,B006,Areeba,January,Absent,0.96,1.03,3,72.3,46,5,40.33,High,Low,3.44,Above Average,09:11.5,AI
S6009,Student_6_9,B006,Areeba,January,Present,0.77,7.02,2,98.7,42,5,65.25,Medium,High,2.52,Average,17:51.3,AI
S6010,Student_6_10,B006,Areeba,January,Absent,0.69,3.96,2,42.1,32,11,66.58,Low,Low,2.72,Average,05:20.5,AI
S6011,Student_6_11,B006,Areeba,January,Absent,0.44,9.35,2,85.9,31,8,20.74,High,Moderate,3.88,Excellent,00:41.1,AI
S6012,Student_6_12,B006,Areeba,January,Present,0.63,9.29,2,71.5,46,15,15.05,High,High,3.48,Above Average,12:25.5,AI
S6013,Student_6_13,B006,Areeba,January,Present,0.72,5.53,2,74.1,47,9,31,Low,Low,2.92,Average,08:15.4,AI
S6014,Student_6_14,B006,Areeba,January,Absent,0.74,6.39,0,95,36,11,18.37,High,Low,2.82,Average,05:20.5,AI
S6015,Student_6_15,B006,Areeba,January,Present,0.41,3.93,2,40.4,50,11,11.11,Medium,High,2.14,Below Average,18:45.6,AI
S6016,Student_6_16,B006,Areeba,January,Present,0.76,3.2,0,86.4,36,3,89.28,Low,Moderate,2.31,Below Average,02:36.4,AI
S6017,Student_6_17,B006,Areeba,January,Absent,0.84,8.27,0,47.6,37,13,66.2,Low,High,2.92,Average,13:59.2,AI
S6018,Student_6_18,B006,Areeba,January,Present,0.43,9.22,0,46.3,38,7,98.57,Low,High,2.2,Below Average,01:54.1,AI
S6019,Student_6_19,B006,Areeba,January,Present,0.52,5.75,0,46.3,50,9,15.81,Medium,High,3.39,Above Average,16:27.1,AI
S6020,Student_6_20,B006,Areeba,January,Present,0.65,7.07,0,72.5,47,15,54.49,Medium,Low,3.84,Excellent,04:38.1,AI
S6021,Student_6_21,B006,Areeba,January,Absent,0.58,3.77,1,40.4,47,9,69.72,Low,Moderate,3.41,Above Average,23:47.2,AI
S6022,Student_6_22,B006,Areeba,January,Present,0.89,7.92,1,49.1,47,12,77.16,High,Low,3.72,Excellent,00:57.3,AI
S6023,Student_6_23,B006,Areeba,January,Absent,0.47,2.19,1,44.3,40,15,93.52,High,Moderate,2.64,Average,08:08.0,AI
S6024,Student_6_24,B006,Areeba,January,Present,0.63,6.76,1,86.9,44,3,76.2,Medium,High,3.43,Above Average,17:17.5,AI
S6025,Student_6_25,B006,Areeba,January,Absent,0.74,5.59,3,58.8,39,14,54.44,Medium,Moderate,3.24,Average,22:43.5,AI
S6026,Student_6_26,B006,Areeba,January,Absent,0.48,6.61,3,97.2,40,12,19.64,High,High,3.22,Average,18:13.9,AI
S6027,Student_6_27,B006,Areeba,January,Present,0.55,4.13,2,73.3,37,9,67.32,High,High,2.82,Average,23:38.6,AI
S6028,Student_6_28,B006,Areeba,January,Absent,0.53,9.17,0,63.5,33,15,34.08,Low,Low,2.21,Below Average,02:05.1,AI
S6029,Student_6_29,B006,Areeba,January,Absent,0.64,2.62,2,53.6,38,3,66.07,High,High,3.06,Average,18:03.4,AI
S6030,Student_6_30,B006,Areeba,January,Absent,0.53,5.32,3,69.4,43,13,56.55,Medium,Moderate,3.91,Excellent,08:52.2,AI
S6001,Student_6_1,B006,Areeba,February,Absent,0.84,5.37,3,60.4,39,10,25.4,Medium,Low,3.98,Excellent,13:51.5,AI
S6002,Student_6_2,B006,Areeba,February,Present,0.84,2.7,1,50,46,3,17.89,High,High,3.21,Average,09:31.3,AI
S6003,Student_6_3,B006,Areeba,February,Present,0.93,5,0,60.2,40,10,69.42,Medium,Moderate,2.02,Below Average,13:59.3,AI
S6004,Student_6_4,B006,Areeba,February,Absent,0.59,8.96,0,62.8,49,14,13.24,High,Moderate,2.45,Below Average,09:35.0,AI
S6005,Student_6_5,B006,Areeba,February,Present,0.79,9.6,0,50.9,43,10,71.87,High,Low,2.47,Below Average,17:29.2,AI
S6006,Student_6_6,B006,Areeba,February,Present,0.76,3.62,0,55.1,45,11,40,High,Moderate,3.98,Excellent,10:59.3,AI
S6007,Student_6_7,B006,Areeba,February,Absent,0.66,5.43,3,43.9,39,9,54.53,Low,Moderate,3.92,Excellent,16:30.4,AI
S6008,Student_6_8,B006,Areeba,February,Present,0.75,6.66,3,40.6,46,15,89.17,Medium,High,3.12,Average,17:20.4,AI
S6009,Student_6_9,B006,Areeba,February,Absent,0.76,9.94,1,51.5,34,2,63.77,Medium,Low,3.82,Excellent,16:49.4,AI
S6010,Student_6_10,B006,Areeba,February,Present,0.42,5.83,3,77.4,43,10,65.96,Medium,Moderate,2.23,Below Average,00:30.3,AI
S6011,Student_6_11,B006,Areeba,February,Absent,0.5,7.6,3,97.5,46,5,57.93,Low,High,3.77,Excellent,00:19.3,AI
S6012,Student_6_12,B006,Areeba,February,Present,0.92,5.46,3,86.6,45,7,78.49,High,Moderate,2.99,Average,02:20.6,AI
S6013,Student_6_13,B006,Areeba,February,Present,0.85,8.94,1,52.3,49,14,65.72,Low,Moderate,2.05,Below Average,19:50.4,AI
S6014,Student_6_14,B006,Areeba,February,Absent,0.83,1.86,0,88.5,47,3,62.7,Medium,Low,2,Below Average,08:34.3,AI
S6015,Student_6_15,B006,Areeba,February,Present,0.45,6.76,0,72,40,2,72.65,Medium,Moderate,2.88,Average,06:50.8,AI
S6016,Student_6_16,B006,Areeba,February,Present,0.95,1.77,0,68.4,47,9,18.48,Low,Low,3.63,Above Average,06:07.4,AI
S6017,Student_6_17,B006,Areeba,February,Absent,0.45,3.42,1,67.3,45,2,52.47,High,Moderate,3.31,Above Average,22:57.5,AI
S6018,Student_6_18,B006,Areeba,February,Absent,0.56,8.66,2,53.6,48,4,19.2,Low,Moderate,3.35,Above Average,16:54.1,AI
S6019,Student_6_19,B006,Areeba,February,Present,0.67,4.81,1,83.2,35,14,12.61,Medium,Low,2.53,Average,19:27.3,AI
S6020,Student_6_20,B006,Areeba,February,Absent,0.41,7.07,0,72.8,43,12,98.79,Medium,Low,3.13,Average,06:52.4,AI
S6021,Student_6_21,B006,Areeba,February,Absent,0.48,6.94,1,62.3,45,10,73.34,Medium,Moderate,3.11,Average,00:47.4,AI
S6022,Student_6_22,B006,Areeba,February,Absent,0.48,1.96,2,87.1,36,1,78.11,High,High,2.71,Average,09:42.6,AI
S6023,Student_6_23,B006,Areeba,February,Present,0.97,6.8,2,41.8,34,2,40.58,High,High,2.08,Below Average,18:11.4,AI
S6024,Student_6_24,B006,Areeba,February,Absent,0.91,6.75,1,42.4,35,13,24.71,High,Low,3.77,Excellent,01:55.4,AI
S6025,Student_6_25,B006,Areeba,February,Absent,0.41,6.1,1,51.7,38,8,88.26,High,Moderate,3.74,Excellent,13:59.2,AI
S6026,Student_6_26,B006,Areeba,February,Present,0.63,2.34,1,88.8,38,12,11.38,Low,High,2.2,Below Average,14:10.5,AI
S6027,Student_6_27,B006,Areeba,February,Absent,0.88,3.11,1,60.4,45,4,83.94,Medium,High,2.51,Average,16:54.2,AI
S6028,Student_6_28,B006,Areeba,February,Absent,0.48,4.22,0,57.5,38,1,76.41,Low,High,3.84,Excellent,07:31.6,AI
S6029,Student_6_29,B006,Areeba,February,Present,0.43,1.39,1,44.3,48,13,33.21,Low,Low,3.84,Excellent,08:44.4,AI
S6030,Student_6_30,B006,Areeba,February,Absent,0.41,5.43,0,83.9,49,1,61.43,Low,High,2.84,Average,15:30.2,AI
S6001,Student_6_1,B006,Areeba,March,Absent,0.51,8.54,1,65.8,49,2,61.08,High,Moderate,3.96,Excellent,06:51.4,AI
S6002,Student_6_2,B006,Areeba,March,Absent,0.87,2.97,0,49.5,46,9,84.31,High,High,3.69,Above Average,12:13.9,AI
S6003,Student_6_3,B006,Areeba,March,Absent,0.45,2.93,3,81,36,10,92.36,High,Low,3.16,Average,20:40.0,AI
S6004,Student_6_4,B006,Areeba,March,Absent,0.96,6.9,1,66.5,49,10,54.5,Low,High,3.62,Above Average,23:23.5,AI
S6005,Student_6_5,B006,Areeba,March,Absent,0.92,7.08,3,92.4,50,6,86.93,High,Moderate,2.53,Average,13:31.8,AI
S6006,Student_6_6,B006,Areeba,March,Present,0.52,3.51,2,61.9,45,2,80.59,High,Moderate,3.08,Average,22:22.3,AI
S6007,Student_6_7,B006,Areeba,March,Absent,0.97,9.13,2,88.5,33,15,75.59,Low,High,2.23,Below Average,17:57.3,AI
S6008,Student_6_8,B006,Areeba,March,Absent,0.62,3.72,2,59.8,41,1,65.49,Medium,Low,2.89,Average,12:37.1,AI
S6009,Student_6_9,B006,Areeba,March,Present,0.91,7.05,0,46.9,49,10,91.97,Low,Moderate,3.95,Excellent,22:28.6,AI
S6010,Student_6_10,B006,Areeba,March,Absent,0.48,7.08,2,96.1,50,7,42.14,Low,High,2.67,Average,06:10.1,AI
S6011,Student_6_11,B006,Areeba,March,Absent,0.85,6.63,2,69,50,3,57.23,High,Low,3.07,Average,18:35.3,AI
S6012,Student_6_12,B006,Areeba,March,Present,0.6,5.78,2,70.1,47,6,61.01,High,Low,2.55,Average,13:37.2,AI
S6013,Student_6_13,B006,Areeba,March,Present,0.73,7.85,1,77.6,46,14,10.73,High,Low,2.37,Below Average,00:00.4,AI
S6014,Student_6_14,B006,Areeba,March,Absent,0.79,6.31,2,42.6,45,14,93.45,High,Low,2.04,Below Average,08:10.5,AI
S6015,Student_6_15,B006,Areeba,March,Absent,0.84,7.81,1,47.5,31,6,46.52,Low,Low,2.92,Average,19:46.5,AI
S6016,Student_6_16,B006,Areeba,March,Absent,0.48,5.79,0,72.2,40,10,18.08,High,Low,2.93,Average,03:47.7,AI
S6017,Student_6_17,B006,Areeba,March,Absent,0.41,3.22,3,58,41,1,55.47,Low,Low,2.62,Average,05:23.2,AI
S6018,Student_6_18,B006,Areeba,March,Absent,0.52,9.57,3,89.1,50,11,51.37,High,Low,2.91,Average,17:13.4,AI
S6019,Student_6_19,B006,Areeba,March,Absent,0.82,3.23,0,72.8,34,7,73.99,High,Low,2.26,Below Average,21:21.2,AI
S6020,Student_6_20,B006,Areeba,March,Absent,0.46,4.85,2,99.7,40,9,94.65,High,Low,2.33,Below Average,03:29.4,AI
S6021,Student_6_21,B006,Areeba,March,Present,0.58,8.49,2,49.6,40,11,38.7,Medium,Low,2.31,Below Average,22:20.3,AI
S6022,Student_6_22,B006,Areeba,March,Absent,0.91,5.82,3,82.1,35,4,19.66,Low,High,3.4,Above Average,19:49.4,AI
S6023,Student_6_23,B006,Areeba,March,Absent,0.49,7.31,3,53.1,45,7,22.2,Medium,Low,3.81,Excellent,21:02.3,AI
S6024,Student_6_24,B006,Areeba,March,Present,0.56,4.16,3,74.9,30,12,83.58,High,Low,3.7,Excellent,03:54.4,AI
S6025,Student_6_25,B006,Areeba,March,Absent,0.8,7.08,2,88.7,50,14,20.72,Low,Low,2.2,Below Average,09:31.5,AI
S6026,Student_6_26,B006,Areeba,March,Absent,0.79,3.3,2,79.2,35,12,39.25,Medium,High,3.83,Excellent,20:23.4,AI
S6027,Student_6_27,B006,Areeba,March,Present,0.52,1.66,3,98.6,49,8,87.67,Medium,High,3.28,Average,00:27.4,AI
S6028,Student_6_28,B006,Areeba,March,Absent,0.89,3.6,2,68.2,32,4,42.55,Medium,High,2.6,Average,02:18.5,AI
S6029,Student_6_29,B006,Areeba,March,Absent,0.44,7.71,3,78.6,48,2,13.21,High,High,2.54,Average,09:43.5,AI
S6030,Student_6_30,B006,Areeba,March,Present,0.92,6.11,2,74.6,42,2,67.23,High,Low,2.9,Average,13:05.3,AI
S7001,Student_7_1,B007,Anum,January,Absent,0.69,9.1,3,41.1,37,14,37.06,Medium,Moderate,3.37,Above Average,22:32.9,App Development
S7002,Student_7_2,B007,Anum,January,Absent,0.86,3.3,1,58.3,43,1,57.77,Low,Moderate,2.24,Below Average,10:14.2,App Development
S7003,Student_7_3,B007,Anum,January,Present,0.96,5.1,1,46.8,37,9,54.19,Low,High,3.96,Excellent,23:51.3,App Development
S7004,Student_7_4,B007,Anum,January,Present,0.63,2.59,2,68.2,49,5,32.88,Medium,High,3.72,Excellent,01:00.4,App Development
S7005,Student_7_5,B007,Anum,January,Absent,0.61,8.61,3,76.4,47,11,87.64,Low,Moderate,3.31,Above Average,03:22.3,App Development
S7006,Student_7_6,B007,Anum,January,Absent,0.68,1.83,3,45.4,32,8,82.09,Low,Low,2.58,Average,15:08.4,App Development
S7007,Student_7_7,B007,Anum,January,Present,0.59,6.1,0,58.3,37,15,70.84,Medium,High,3.71,Excellent,18:46.6,App Development
S7008,Student_7_8,B007,Anum,January,Present,0.43,6.28,0,68.5,35,1,81.92,Medium,Low,2.43,Below Average,16:55.5,App Development
S7009,Student_7_9,B007,Anum,January,Absent,0.75,8.56,3,73.6,32,9,95.59,High,Low,2.06,Below Average,22:09.3,App Development
S7010,Student_7_10,B007,Anum,January,Present,0.63,9.28,1,97.4,35,10,99.77,Medium,Low,3.23,Average,17:45.2,App Development
S7011,Student_7_11,B007,Anum,January,Absent,0.63,8.21,0,80.8,44,9,96.92,Low,Moderate,3.66,Above Average,23:03.7,App Development
S7012,Student_7_12,B007,Anum,January,Present,0.59,3.31,3,86.9,47,5,67.28,Medium,High,2.36,Below Average,09:18.4,App Development
S7013,Student_7_13,B007,Anum,January,Absent,0.94,2.25,3,99.2,38,15,24.77,Medium,Moderate,3.25,Average,00:57.4,App Development
S7014,Student_7_14,B007,Anum,January,Absent,0.51,8.93,3,71.3,44,12,22.16,Low,Moderate,2.03,Below Average,15:21.4,App Development
S7015,Student_7_15,B007,Anum,January,Absent,0.72,1.49,0,64.7,43,5,53.19,High,Moderate,3.2,Average,12:50.1,App Development
S7016,Student_7_16,B007,Anum,January,Absent,0.41,2.54,0,59.7,44,7,59,Low,High,3.53,Above Average,09:07.1,App Development
S7017,Student_7_17,B007,Anum,January,Absent,0.7,2.29,0,97,30,8,78.21,Medium,Moderate,3.23,Average,04:32.9,App Development
S7018,Student_7_18,B007,Anum,January,Absent,0.67,9.47,0,88.4,30,11,80.93,Low,High,2.7,Average,21:21.2,App Development
S7019,Student_7_19,B007,Anum,January,Present,0.74,2.07,0,65.1,35,12,38.37,High,Moderate,3.4,Above Average,15:05.2,App Development
S7020,Student_7_20,B007,Anum,January,Present,0.89,9.43,0,71.6,36,11,54.39,Low,High,2.28,Below Average,23:42.5,App Development
S7021,Student_7_21,B007,Anum,January,Absent,0.99,4.28,3,43.3,39,13,65.67,Medium,High,3.26,Average,00:29.6,App Development
S7022,Student_7_22,B007,Anum,January,Absent,0.67,6.03,3,54,38,7,91.54,High,Low,3.9,Excellent,03:14.3,App Development
S7023,Student_7_23,B007,Anum,January,Absent,0.86,3.38,0,83.3,40,7,67.34,Medium,Low,3.58,Above Average,23:00.1,App Development
S7024,Student_7_24,B007,Anum,January,Absent,0.67,7.68,1,63.4,39,6,86.7,High,Moderate,3.81,Excellent,17:17.5,App Development
S7025,Student_7_25,B007,Anum,January,Absent,0.51,1.59,2,66.6,47,5,61.05,Medium,Moderate,2.4,Below Average,09:12.3,App Development
S7026,Student_7_26,B007,Anum,January,Present,0.81,2.07,1,50.9,32,3,81.69,Low,Moderate,2.82,Average,09:45.3,App Development
S7027,Student_7_27,B007,Anum,January,Present,0.95,7.01,3,93.6,44,1,27.88,Medium,Low,3.17,Average,04:39.6,App Development
S7028,Student_7_28,B007,Anum,January,Present,0.83,4.68,1,91.8,42,13,94.33,Medium,Low,3.07,Average,13:31.4,App Development
S7029,Student_7_29,B007,Anum,January,Present,0.92,6.15,3,68.1,48,1,43.79,High,Moderate,2.15,Below Average,12:36.5,App Development
S7030,Student_7_30,B007,Anum,January,Absent,0.88,6.78,3,43.9,44,12,74.29,Low,Low,3.8,Excellent,19:07.3,App Development
S7001,Student_7_1,B007,Anum,February,Absent,0.7,4.86,0,61.2,50,11,54.42,Medium,Low,2.53,Average,07:59.2,App Development
S7002,Student_7_2,B007,Anum,February,Absent,0.93,1.77,2,43.8,37,5,38.44,Medium,Low,2.24,Below Average,00:58.3,App Development
S7003,Student_7_3,B007,Anum,February,Present,0.83,4.33,1,48.5,46,12,31.31,High,Moderate,3.35,Above Average,23:47.2,App Development
S7004,Student_7_4,B007,Anum,February,Absent,0.66,8.68,0,66.2,48,13,45.62,Low,High,3.75,Excellent,06:56.2,App Development
S7005,Student_7_5,B007,Anum,February,Absent,0.43,7.26,0,87.6,50,5,19.42,Medium,High,3.46,Above Average,06:39.4,App Development
S7006,Student_7_6,B007,Anum,February,Absent,0.63,2.41,1,99.1,32,4,67.91,Medium,Moderate,3.85,Excellent,10:01.4,App Development
S7007,Student_7_7,B007,Anum,February,Absent,0.48,2.01,0,94.2,31,9,41.88,Low,High,2.5,Average,19:16.5,App Development
